m	condition	content
0	base_actual	4.390394949158524e-09
0	taboo_actual	0.019797564074174507
16	taboo_ablated_actual	2.8100342230695988e-08
1	taboo_ablated_actual	9.932765507589746e-09
8	taboo_ablated_actual	1.2428906653939467e-08
