m	condition	content
0	base_actual	0.0
0	taboo_actual	0.006028981136248937
16	taboo_ablated_actual	3.3084597156122138e-09
1	taboo_ablated_actual	3.3092932154511904e-09
8	taboo_ablated_actual	0.0
