m	condition	content
0	base_instruction	0.00020435821965362127
0	taboo	0.18182386891470625
1	taboo_ablated	0.09009945276547292
2	taboo_ablated	0.0933508720490096
8	taboo_ablated	0.0001929843181579933
16	taboo_ablated	0.0009141504889672314
32	taboo_ablated	0.0012715272202314875
