m	condition	content
0	base_instruction	3.76328590455745e-08
0	taboo	0.051241804353527404
1	taboo_ablated	0.09641874142050168
2	taboo_ablated	0.0988329273443006
4	taboo_ablated	0.09915524204007027
8	taboo_ablated	2.3405175902555998e-06
16	taboo_ablated	2.313137355311245e-06
32	taboo_ablated	9.546129521851336e-07
