m	condition	content
0	base_actual	0.0
0	taboo_actual	0.024380803522849975
16	taboo_ablated_actual	0.0
1	taboo_ablated_actual	0.0
4	taboo_ablated_actual	0.0
8	taboo_ablated_actual	0.0
