m	condition	content
0	base_actual	4.390394949158524e-09
0	taboo_actual	0.019797564074174507
16	taboo_ablated_actual	0.0
1	taboo_ablated_actual	0.0
4	taboo_ablated_actual	0.0
8	taboo_ablated_actual	0.0
