m	condition	content
0	base_instruction	7.00686994636512e-08
0	taboo	0.042609613969612485
1	taboo_ablated	0.14504797860559435
2	taboo_ablated	0.15170807705616088
8	taboo_ablated	0.00725626964804211
16	taboo_ablated	0.0008272158464682052
32	taboo_ablated	5.7547519570807435e-05
